original,original_year,original_url,remake,remake_year,remake_url,original_wikidata_id,remake_wikidata_id
12 Angry Men,1957,https://en.wikipedia.org/wiki/12_Angry_Men_(1957_film),12 Angry Men (1997),1997,https://en.wikipedia.org/wiki/12_Angry_Men_(1997_film),Q2345,Q386042
13 Assassins,1963,https://en.wikipedia.org/wiki/13_Assassins_(1963_film),13 Assassins,2010,https://en.wikipedia.org/wiki/13_Assassins_(2010_film),Q3230304,Q186810
13 Ghosts,1960,https://en.wikipedia.org/wiki/13_Ghosts,Thirteen Ghosts,2001,https://en.wikipedia.org/wiki/Thirteen_Ghosts,Q541412,Q186864
13 Tzameti,2005,https://en.wikipedia.org/wiki/13_Tzameti,13,2010,https://en.wikipedia.org/wiki/13_(2010_film),Q186900,Q186799
3 Idiots,2009,https://en.wikipedia.org/wiki/3_Idiots,Nanban,2012,https://en.wikipedia.org/wiki/Nanban_(2012_film),Q229633,Q683308
3 Idiots,2009,https://en.wikipedia.org/wiki/3_Idiots,3 Idiotas,2017,https://en.wikipedia.org/wiki/3_Idiotas,Q229633,Q29022267
3:10 to Yuma,1957,https://en.wikipedia.org/wiki/3:10_to_Yuma_(1957_film),3:10 to Yuma,2007,https://en.wikipedia.org/wiki/3:10_to_Yuma_(2007_film),Q247130,Q746029
36 Hours,1965,https://en.wikipedia.org/wiki/36_Hours_(1965_film),Breaking Point,1989,https://en.wikipedia.org/wiki/Breaking_Point_(1989_film),Q227532,Q21527510
The 39 Steps,1935,https://en.wikipedia.org/wiki/The_39_Steps_(1935_film),The 39 Steps,1959,https://en.wikipedia.org/wiki/The_39_Steps_(1959_film),Q501105,Q288361
The 39 Steps,1935,https://en.wikipedia.org/wiki/The_39_Steps_(1935_film),The 39 Steps,1978,https://en.wikipedia.org/wiki/The_39_Steps_(1978_film),Q501105,Q1210739
The 39 Steps,1935,https://en.wikipedia.org/wiki/The_39_Steps_(1935_film),The 39 Steps,2008,https://en.wikipedia.org/wiki/The_39_Steps_(2008_film),Q501105,Q7711878
7th Heaven,1927,https://en.wikipedia.org/wiki/7th_Heaven_(1927_film),Seventh Heaven,1937,https://en.wikipedia.org/wiki/Seventh_Heaven_(1937_film),Q368451,Q2249260
Against All Flags,1952,https://en.wikipedia.org/wiki/Against_All_Flags,The King's Pirate,1967,https://en.wikipedia.org/wiki/The_King%27s_Pirate,Q1374462,Q3509204
Aina,1977,https://en.wikipedia.org/wiki/Aina_(1977_film),Aaina,2013,https://en.wikipedia.org/wiki/Aina_(2013_film),Q4697372,Q15983284
Aina,1977,https://en.wikipedia.org/wiki/Aina_(1977_film),Pyar Jhukta Nahin,1985,https://en.wikipedia.org/wiki/Pyar_Jhukta_Nahin,Q4697372,Q7262816
Aina,1977,https://en.wikipedia.org/wiki/Aina_(1977_film),Nee Bareda Kadambari,1985,https://en.wikipedia.org/wiki/Nee_Bareda_Kadambari,Q4697372,Q13159811
Arth,1982,https://en.wikipedia.org/wiki/Arth_(film),Arth - The Destination,2017,https://en.wikipedia.org/wiki/Arth_-_The_Destination,Q3427511,Q24904725
The Absent-Minded Professor,1961,https://en.wikipedia.org/wiki/The_Absent-Minded_Professor,Flubber,1997,https://en.wikipedia.org/wiki/Flubber_(film),Q1198611,Q1325217
Adventures in Babysitting,1987,https://en.wikipedia.org/wiki/Adventures_in_Babysitting,Adventures in Babysitting,2016,https://en.wikipedia.org/wiki/Adventures_in_Babysitting_(2016_film),Q1215038,Q21197880
An Affair to Remember,1957,https://en.wikipedia.org/wiki/An_Affair_to_Remember,Bheegi Raat,1965,https://en.wikipedia.org/wiki/Bheegi_Raat,Q303719,Q11107019
An Affair to Remember,1957,https://en.wikipedia.org/wiki/An_Affair_to_Remember,Mann,1999,https://en.wikipedia.org/wiki/Mann_(film),Q303719,Q369413
Agneepath,1990,https://en.wikipedia.org/wiki/Agneepath_(1990_film),Agneepath,2012,https://en.wikipedia.org/wiki/Agneepath_(2012_film),Q4692983,Q3595073
Aladdin,1992,https://en.wikipedia.org/wiki/Aladdin_(1992_Disney_film),Aladdin,2019,https://en.wikipedia.org/wiki/Aladdin_(2019_film),Q215518,Q27188178
Alfie,1966,https://en.wikipedia.org/wiki/Alfie_(1966_film),Alfie,2004,https://en.wikipedia.org/wiki/Alfie_(2004_film),Q402645,Q1356395
Aloma of the South Seas,1926,https://en.wikipedia.org/wiki/Aloma_of_the_South_Seas_(1926_film),Aloma of the South Seas,1941,https://en.wikipedia.org/wiki/Aloma_of_the_South_Seas_(1941_film),Q3612878,Q1814810
The Amityville Horror,1979,https://en.wikipedia.org/wiki/The_Amityville_Horror_(1979_film),The Amityville Horror,2005,https://en.wikipedia.org/wiki/The_Amityville_Horror_(2005_film),Q472512,Q471054
Anastasia,1956,https://en.wikipedia.org/wiki/Anastasia_(1956_film),Anastasia,1997,https://en.wikipedia.org/wiki/Anastasia_(1997_film),Q486591,Q486609
And Soon the Darkness,1970,https://en.wikipedia.org/wiki/And_Soon_the_Darkness_(1970_film),And Soon the Darkness,2010,https://en.wikipedia.org/wiki/And_Soon_the_Darkness_(2010_film),Q2846033,Q543642
Angel and the Badman,1947,https://en.wikipedia.org/wiki/Angel_and_the_Badman,Angel and the Badman,2009,https://en.wikipedia.org/wiki/Angel_and_the_Badman#Remake,Q645771,Q645771
Angels in the Outfield,1951,https://en.wikipedia.org/wiki/Angels_in_the_Outfield_(1951_film),Angels in the Outfield,1994,https://en.wikipedia.org/wiki/Angels_in_the_Outfield_(1994_film),Q4763098,Q659037
Annie,1982,https://en.wikipedia.org/wiki/Annie_(1982_film),Annie,1999,https://en.wikipedia.org/wiki/Annie_(1999_film),Q566890,Q2851616
Annie,1982,https://en.wikipedia.org/wiki/Annie_(1982_film),Annie,2014,https://en.wikipedia.org/wiki/Annie_(2014_film),Q566890,Q15039835
Anthony Zimmer,2005,https://en.wikipedia.org/wiki/Anthony_Zimmer,The Tourist,2010,https://en.wikipedia.org/wiki/The_Tourist_(2010_film),Q574196,Q629975
Antropophagus,1980,https://en.wikipedia.org/wiki/Antropophagus,Anthropophagous 2000,1999,https://en.wikipedia.org/wiki/Anthropophagous_2000,Q1888486,Q324694
Anything for Her,2008,https://en.wikipedia.org/wiki/Anything_for_Her,The Next Three Days,2010,https://en.wikipedia.org/wiki/The_Next_Three_Days,Q661693,Q263930
The Apartment,1996,https://en.wikipedia.org/wiki/The_Apartment_(1996_film),Wicker Park,2004,https://en.wikipedia.org/wiki/Wicker_Park_(film),Q2409001,Q603494
April Fool's Day,1986,https://en.wikipedia.org/wiki/April_Fool%27s_Day_(1986_film),April Fool's Day,2008,https://en.wikipedia.org/wiki/April_Fool%27s_Day_(2008_film),Q692275,Q1816375
The Arena,1974,https://en.wikipedia.org/wiki/The_Arena_(1974_film),The Arena,2001,https://en.wikipedia.org/wiki/The_Arena_(2001_film),Q3823937,Q4139273
Around the World in 80 Days,1956,https://en.wikipedia.org/wiki/Around_the_World_in_80_Days_(1956_film),Around the World in 80 Days,2004,https://en.wikipedia.org/wiki/Around_the_World_in_80_Days_(2004_film),Q696057,Q156519
Arjun Reddy,2017,https://en.wikipedia.org/wiki/Arjun_Reddy,Kabir Singh,2019,https://en.wikipedia.org/wiki/Kabir_Singh,Q28419404,Q58411760
Arjun Reddy,2017,https://en.wikipedia.org/wiki/Arjun_Reddy,Adithya Varma,2019,https://en.wikipedia.org/wiki/Adithya_Varma,Q28419404,Q43259962
Arjun Reddy,2017,https://en.wikipedia.org/wiki/Arjun_Reddy,Varmaa,2020,https://en.wikipedia.org/wiki/Varmaa,Q28419404,Q101244947
Arthur,1981,https://en.wikipedia.org/wiki/Arthur_(1981_film),Arthur,2011,https://en.wikipedia.org/wiki/Arthur_(2011_film),Q627438,Q708306
Assault on Precinct 13,1976,https://en.wikipedia.org/wiki/Assault_on_Precinct_13_(1976_film),Assault on Precinct 13,2005,https://en.wikipedia.org/wiki/Assault_on_Precinct_13_(2005_film),Q434718,Q1167735
Attack of the 50 Foot Woman,1958,https://en.wikipedia.org/wiki/Attack_of_the_50_Foot_Woman,Attack of the 50 Ft. Woman,1993,https://en.wikipedia.org/wiki/Attack_of_the_50_Ft._Woman_(1993_film),Q543347,Q543330
Autograph,2004,https://en.wikipedia.org/wiki/Autograph_(2004_film),Naa Autograph,2004,https://en.wikipedia.org/wiki/Naa_Autograph,Q3424194,Q16251990
The Awful Truth,1925,https://en.wikipedia.org/wiki/The_Awful_Truth_(1925_film),The Awful Truth,1929,https://en.wikipedia.org/wiki/The_Awful_Truth_(1929_film),Q7715091,Q3985748
The Awful Truth,1925,https://en.wikipedia.org/wiki/The_Awful_Truth_(1925_film),The Awful Truth,1937,https://en.wikipedia.org/wiki/The_Awful_Truth,Q7715091,Q278513
Baby Mine,1917,https://en.wikipedia.org/wiki/Baby_Mine_(1917_film),Baby Mine,1928,https://en.wikipedia.org/wiki/Baby_Mine_(1928_film),Q3632451,Q3632450
Back Street,1932,https://en.wikipedia.org/wiki/Back_Street_(1932_film),Back Street,1941,https://en.wikipedia.org/wiki/Back_Street_(1941_film),Q612096,Q4839171
The Bad News Bears,1976,https://en.wikipedia.org/wiki/The_Bad_News_Bears,Bad News Bears,2005,https://en.wikipedia.org/wiki/Bad_News_Bears,Q1211829,Q1211837
The Bad Seed,1956,https://en.wikipedia.org/wiki/The_Bad_Seed_(1956_film),The Bad Seed,1985,https://en.wikipedia.org/wiki/The_Bad_Seed_(1985_film),Q164008,Q16836833
The Bad Seed,1956,https://en.wikipedia.org/wiki/The_Bad_Seed_(1956_film),The Bad Seed,2018,https://en.wikipedia.org/wiki/The_Bad_Seed_(2018_film),Q164008,Q56314174
Ball of Fire,1941,https://en.wikipedia.org/wiki/Ball_of_Fire,A Song Is Born,1948,https://en.wikipedia.org/wiki/A_Song_Is_Born,Q391452,Q2258019
Bangkok Dangerous,1999,https://en.wikipedia.org/wiki/Bangkok_Dangerous_(1999_film),Bangkok Dangerous,2008,https://en.wikipedia.org/wiki/Bangkok_Dangerous_(2008_film),Q2130037,Q748530
The Barefoot Executive,1971,https://en.wikipedia.org/wiki/The_Barefoot_Executive,The Barefoot Executive,1995,https://en.wikipedia.org/wiki/The_Barefoot_Executive#Remake,Q780533,Q780533
The Barker,1928,https://en.wikipedia.org/wiki/The_Barker,Diamond Horseshoe,1945,https://en.wikipedia.org/wiki/Diamond_Horseshoe,Q509649,Q5270833
The Barretts of Wimpole Street,1934,https://en.wikipedia.org/wiki/The_Barretts_of_Wimpole_Street_(1934_film),The Barretts of Wimpole Street,1957,https://en.wikipedia.org/wiki/The_Barretts_of_Wimpole_Street_(1957_film),Q1263583,Q3316380
The Bat,1926,https://en.wikipedia.org/wiki/The_Bat_(1926_film),The Bat Whispers,1930,https://en.wikipedia.org/wiki/The_Bat_Whispers,Q2485195,Q3985804
The Battle of the Sexes,1914,https://en.wikipedia.org/wiki/The_Battle_of_the_Sexes_(1914_film),The Battle of the Sexes,1928,https://en.wikipedia.org/wiki/The_Battle_of_the_Sexes_(1928_film),Q3713906,Q3821402
Beauty and the Beast,1991,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(1991_film),Beauty and the Beast,2017,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(2017_film),Q179673,Q19946102
Bedazzled,1967,https://en.wikipedia.org/wiki/Bedazzled_(1967_film),Bedazzled,2000,https://en.wikipedia.org/wiki/Bedazzled_(2000_film),Q934251,Q464252
Bedtime Story,1964,https://en.wikipedia.org/wiki/Bedtime_Story_(1964_film),Dirty Rotten Scoundrels,1988,https://en.wikipedia.org/wiki/Dirty_Rotten_Scoundrels_(film),Q232177,Q185248
Bedtime Story,1964,https://en.wikipedia.org/wiki/Bedtime_Story_(1964_film),The Hustle,2019,https://en.wikipedia.org/wiki/The_Hustle_(2019_film),Q232177,Q43208792
Behold My Wife!,1920,https://en.wikipedia.org/wiki/Behold_My_Wife!_(1920_film),Behold My Wife!,1934,https://en.wikipedia.org/wiki/Behold_My_Wife!_(1934_film),Q16983992,Q2893912
Ben-Hur: A Tale of the Christ,1925,https://en.wikipedia.org/wiki/Ben-Hur:_A_Tale_of_the_Christ_(1925_film),Ben-Hur,1959,https://en.wikipedia.org/wiki/Ben-Hur_(1959_film),Q383795,Q180098
Ben-Hur: A Tale of the Christ,1925,https://en.wikipedia.org/wiki/Ben-Hur:_A_Tale_of_the_Christ_(1925_film),Ben Hur,2003,https://en.wikipedia.org/wiki/Ben_Hur_(2003_film),Q383795,Q3049995
Ben-Hur: A Tale of the Christ,1925,https://en.wikipedia.org/wiki/Ben-Hur:_A_Tale_of_the_Christ_(1925_film),Ben-Hur,2016,https://en.wikipedia.org/wiki/Ben-Hur_(2016_film),Q383795,Q18785102
Beyond a Reasonable Doubt,1956,https://en.wikipedia.org/wiki/Beyond_a_Reasonable_Doubt_(1956_film),Beyond a Reasonable Doubt,2009,https://en.wikipedia.org/wiki/Beyond_a_Reasonable_Doubt_(2009_film),Q384325,Q1498248
The Big Clock,1948,https://en.wikipedia.org/wiki/The_Big_Clock_(1948_film),No Way Out,1987,https://en.wikipedia.org/wiki/No_Way_Out_(1987_film),Q1813235,Q1473878
Big Deal on Madonna Street,1958,https://en.wikipedia.org/wiki/Big_Deal_on_Madonna_Street,Crackers,1984,https://en.wikipedia.org/wiki/Crackers_(1984_film),Q1233716,Q602121
Big Deal on Madonna Street,1958,https://en.wikipedia.org/wiki/Big_Deal_on_Madonna_Street,Welcome to Collinwood,2002,https://en.wikipedia.org/wiki/Welcome_to_Collinwood,Q1233716,Q948886
Billa,2007,https://en.wikipedia.org/wiki/Billa_(2007_film),Billa,2009,https://en.wikipedia.org/wiki/Billa_(2009_film),Q2748501,Q3764992
The Bishop's Wife,1947,https://en.wikipedia.org/wiki/The_Bishop%27s_Wife,The Preacher's Wife,1996,https://en.wikipedia.org/wiki/The_Preacher%27s_Wife,Q1436798,Q1475674
Black Christmas,1974,https://en.wikipedia.org/wiki/Black_Christmas_(1974_film),Black Christmas,2006,https://en.wikipedia.org/wiki/Black_Christmas_(2006_film),Q783069,Q582320
Black Christmas,1974,https://en.wikipedia.org/wiki/Black_Christmas_(1974_film),Black Christmas,2019,https://en.wikipedia.org/wiki/Black_Christmas_(2019_film),Q783069,Q64760036
Blazing Saddles,1974,https://en.wikipedia.org/wiki/Blazing_Saddles,Paws of Fury: The Legend of Hank,2022,https://en.wikipedia.org/wiki/Paws_of_Fury:_The_Legend_of_Hank,Q957323,Q21450513
Blind,2011,https://en.wikipedia.org/wiki/Blind_(2011_film),The Witness,2015,https://en.wikipedia.org/wiki/The_Witness_(2015_Chinese_film),Q492203,Q21428167
The Blob,1958,https://en.wikipedia.org/wiki/The_Blob,The Blob,1988,https://en.wikipedia.org/wiki/The_Blob_(1988_film),Q224964,Q957844
The Blue Angel,1930,https://en.wikipedia.org/wiki/The_Blue_Angel,The Blue Angel,1959,https://en.wikipedia.org/wiki/The_Blue_Angel_(1959_film),Q158047,Q2571122
La bonne année,1973,https://en.wikipedia.org/wiki/La_bonne_ann%C3%A9e,Happy New Year,1987,https://en.wikipedia.org/wiki/Happy_New_Year_(1987_film),Q1962764,Q9351232
Born Yesterday,1950,https://en.wikipedia.org/wiki/Born_Yesterday_(1950_film),Born Yesterday,1993,https://en.wikipedia.org/wiki/Born_Yesterday_(1993_film),Q375594,Q2009982
Boudu Saved from Drowning,1932,https://en.wikipedia.org/wiki/Boudu_Saved_from_Drowning,Down and Out in Beverly Hills,1986,https://en.wikipedia.org/wiki/Down_and_Out_in_Beverly_Hills,Q1989547,Q218290
Boudu Saved from Drowning,1932,https://en.wikipedia.org/wiki/Boudu_Saved_from_Drowning,Boudu,2005,https://en.wikipedia.org/wiki/Boudu,Q1989547,Q2921501
Breathless,1960,https://en.wikipedia.org/wiki/Breathless_(1960_film),Breathless,1983,https://en.wikipedia.org/wiki/Breathless_(1983_film),Q86427,Q754304
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Brewster's Millions,1921,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1921_film),Q3644415,Q2924759
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Miss Brewster's Millions,1926,https://en.wikipedia.org/wiki/Miss_Brewster%27s_Millions,Q3644415,Q6876258
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Brewster's Millions,1935,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1935_film),Q3644415,Q4962720
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Brewster's Millions,1945,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1945_film),Q3644415,Q4962722
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Vaddante Dabbu,1954,https://en.wikipedia.org/wiki/Vaddante_Dabbu,Q3644415,Q13009165
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Three on a Spree,1961,https://en.wikipedia.org/wiki/Three_on_a_Spree,Q3644415,Q7797993
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Babai Abbai,1985,https://en.wikipedia.org/wiki/Babai_Abbai,Q3644415,Q16341855
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Brewster's Millions,1985,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1985_film),Q3644415,Q229558
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Maalamaal,1988,https://en.wikipedia.org/wiki/Maalamaal,Q3644415,Q20814628
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Arunachalam,1997,https://en.wikipedia.org/wiki/Arunachalam_(film),Q3644415,Q3418065
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),To Ryca!,2016,https://pt.wikipedia.org/wiki/T%C3%B4_Ryca,Q3644415,Q27703354
Brewster's Millions,1914,https://en.wikipedia.org/wiki/Brewster%27s_Millions_(1914_film),Hello Mr. Billionaire,2018,https://en.wikipedia.org/wiki/Hello_Mr._Billionaire,Q3644415,Q56042875
Brian's Song,1971,https://en.wikipedia.org/wiki/Brian%27s_Song,Brian's Song,2001,https://en.wikipedia.org/wiki/Brian%27s_Song_(2001_film),Q608905,Q3206373
Bride Wars,2009,https://en.wikipedia.org/wiki/Bride_Wars,Bride Wars,2015,https://en.wikipedia.org/wiki/Bride_Wars_(2015_film),Q842086,Q18064637
Brighton Rock,1948,https://en.wikipedia.org/wiki/Brighton_Rock_(1948_film),Brighton Rock,2010,https://en.wikipedia.org/wiki/Brighton_Rock_(2010_film),Q960785,Q915845
Broadway Bill,1934,https://en.wikipedia.org/wiki/Broadway_Bill,Riding High,1950,https://en.wikipedia.org/wiki/Riding_High_(1950_film),Q2368037,Q2538430
Brother Rat,1938,https://en.wikipedia.org/wiki/Brother_Rat,About Face,1952,https://en.wikipedia.org/wiki/About_Face_(1952_film),Q4975546,Q4668578
Brødre,2004,https://en.wikipedia.org/wiki/Brothers_(2004_film),Brothers,2009,https://en.wikipedia.org/wiki/Brothers_(2009_film),Q990857,Q948635
The Buccaneer,1938,https://en.wikipedia.org/wiki/The_Buccaneer_(1938_film),The Buccaneer,1958,https://en.wikipedia.org/wiki/The_Buccaneer_(1958_film),Q1426953,Q1795982
A Bucket of Blood,1959,https://en.wikipedia.org/wiki/A_Bucket_of_Blood,A Bucket of Blood,1995,https://en.wikipedia.org/wiki/A_Bucket_of_Blood_(1995_film),Q2567687,Q3602365
The Burmese Harp,1956,https://en.wikipedia.org/wiki/The_Burmese_Harp_(1956_film),The Burmese Harp,1985,https://en.wikipedia.org/wiki/The_Burmese_Harp_(1985_film),Q1631964,Q13479277
Cabin Fever,2002,https://en.wikipedia.org/wiki/Cabin_Fever_(2002_film),Cabin Fever,2016,https://en.wikipedia.org/wiki/Cabin_Fever_(2016_film),Q1024838,Q22674100
The Cabinet of Dr. Caligari,1920,https://en.wikipedia.org/wiki/The_Cabinet_of_Dr._Caligari,The Cabinet of Dr. Caligari,2005,https://en.wikipedia.org/wiki/The_Cabinet_of_Dr._Caligari_(2005_film),Q153886,Q7720893
La Cage aux Folles,1978,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_(film),The Birdcage,1996,https://en.wikipedia.org/wiki/The_Birdcage,Q778696,Q1160005
Can’t Buy Me Love,1987,https://en.wikipedia.org/wiki/Can%27t_Buy_Me_Love_(film),Love Don't Cost a Thing,2003,https://en.wikipedia.org/wiki/Love_Don%27t_Cost_a_Thing_(film),Q1034060,Q612174
Cape Fear,1962,https://en.wikipedia.org/wiki/Cape_Fear_(1962_film),Cape Fear,1991,https://en.wikipedia.org/wiki/Cape_Fear_(1991_film),Q529106,Q501995
The Captain's Table,1959,https://en.wikipedia.org/wiki/The_Captain%27s_Table,The Captain,1971,https://en.wikipedia.org/wiki/The_Captain_(1971_film),Q3012116,Q1194729
Carnival of Souls,1962,https://en.wikipedia.org/wiki/Carnival_of_Souls,Carnival of Souls,1998,https://en.wikipedia.org/wiki/Carnival_of_Souls_(1998_film),Q1852671,Q3660475
The Cat and the Canary,1927,https://en.wikipedia.org/wiki/The_Cat_and_the_Canary_(1927_film),The Cat Creeps,1930,https://en.wikipedia.org/wiki/The_Cat_Creeps_(1930_film),Q2336169,Q7721626
The Cat and the Canary,1927,https://en.wikipedia.org/wiki/The_Cat_and_the_Canary_(1927_film),The Cat and the Canary,1939,https://en.wikipedia.org/wiki/The_Cat_and_the_Canary_(1939_film),Q2336169,Q2699647
The Cat and the Canary,1927,https://en.wikipedia.org/wiki/The_Cat_and_the_Canary_(1927_film),The Cat and the Canary,1979,https://en.wikipedia.org/wiki/The_Cat_and_the_Canary_(1979_film),Q2336169,Q502690
Cat People,1942,https://en.wikipedia.org/wiki/Cat_People_(1942_film),Cat People,1982,https://en.wikipedia.org/wiki/Cat_People_(1982_film),Q1542184,Q1426423
Cat-Women of the Moon,1953,https://en.wikipedia.org/wiki/Cat-Women_of_the_Moon,Missile to the Moon,1958,https://en.wikipedia.org/wiki/Missile_to_the_Moon,Q3284402,Q6878292
Cats,1998,https://en.wikipedia.org/wiki/Cats_(1998_film),Cats,2019,https://en.wikipedia.org/wiki/Cats_(2019_film),Q3414593,Q58701890
The Champ,1931,https://en.wikipedia.org/wiki/The_Champ_(1931_film),The Clown,1953,https://en.wikipedia.org/wiki/The_Clown_(1953_film),Q463733,Q3795020
The Champ,1931,https://en.wikipedia.org/wiki/The_Champ_(1931_film),The Champ,1979,https://en.wikipedia.org/wiki/The_Champ_(1979_film),Q463733,Q2294175
Charade,1963,https://en.wikipedia.org/wiki/Charade_(1963_film),The Truth About Charlie,2002,https://en.wikipedia.org/wiki/The_Truth_About_Charlie,Q496266,Q570780
Charlotte's Web,1973,https://en.wikipedia.org/wiki/Charlotte%27s_Web_(1973_film),Charlotte's Web,2006,https://en.wikipedia.org/wiki/Charlotte%27s_Web_(2006_film),Q37785,Q213773
Cheaper by the Dozen,1950,https://en.wikipedia.org/wiki/Cheaper_by_the_Dozen_(1950_film),Cheaper by the Dozen,2003,https://en.wikipedia.org/wiki/Cheaper_by_the_Dozen_(2003_film),Q2048579,Q822930
Cheaper by the Dozen,1950,https://en.wikipedia.org/wiki/Cheaper_by_the_Dozen_(1950_film),Cheaper by the Dozen,2022,https://en.wikipedia.org/wiki/Cheaper_by_the_Dozen_(2022_film),Q2048579,Q110275950
Chef,2014,https://en.wikipedia.org/wiki/Chef_(2014_film),Chef,2017,https://en.wikipedia.org/wiki/Chef_(2017_film),Q15046490,Q27964501
Chicken Little,1943,https://en.wikipedia.org/wiki/Chicken_Little_(1943_film),Chicken Little,2005,https://en.wikipedia.org/wiki/Chicken_Little_(2005_film),Q2963390,Q270940
Child's Play,1988,https://en.wikipedia.org/wiki/Child%27s_Play_(1988_film),Child's Play,2019,https://en.wikipedia.org/wiki/Child%27s_Play_(2019_film),Q935945,Q56697304
Chinthamani Kolacase,2006,https://en.wikipedia.org/wiki/Chinthamani_Kolacase,Ellam Avan Seyal,2008,https://en.wikipedia.org/wiki/Ellam_Avan_Seyal,Q16247623,Q5364619
Chinthamani Kolacase,2006,https://en.wikipedia.org/wiki/Chinthamani_Kolacase,Sri Mahalakshmi,2007,https://en.wikipedia.org/wiki/Sri_Mahalakshmi,Q16247623,Q16338803
Christmas Eve,1947,https://en.wikipedia.org/wiki/Christmas_Eve_(1947_film),Christmas Eve,1986,https://en.wikipedia.org/wiki/Christmas_Eve_(1947_film)#1986_remake,Q5111349,Q5111349
Christmas in Connecticut,1945,https://en.wikipedia.org/wiki/Christmas_in_Connecticut,Christmas in Connecticut,1992,https://en.wikipedia.org/wiki/Christmas_in_Connecticut_(1992_film),Q2966030,Q15629700
Cinderella,1950,https://en.wikipedia.org/wiki/Cinderella_(1950_film),Cinderella,2015,https://en.wikipedia.org/wiki/Cinderella_(2015_Disney_film),Q191753,Q15046091
Clash of the Titans,1981,https://en.wikipedia.org/wiki/Clash_of_the_Titans_(1981_film),Clash of the Titans,2010,https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film),Q1049545,Q192979
Classmates,2006,https://en.wikipedia.org/wiki/Classmates_(2006_film),Classmates,2007,https://en.wikipedia.org/wiki/Classmates_(2007_film),Q5128454,Q5128451
Clearing the Range,1931,https://en.wikipedia.org/wiki/Clearing_the_Range,The Dude Bandit,1933,https://en.wikipedia.org/wiki/The_Dude_Bandit,Q5130876,Q7731142
Les Compères,1983,https://en.wikipedia.org/wiki/Les_Comp%C3%A8res,Fathers' Day,1997,https://en.wikipedia.org/wiki/Fathers%27_Day_(1997_film),Q2425788,Q1305299
The Computer Wore Tennis Shoes,1969,https://en.wikipedia.org/wiki/The_Computer_Wore_Tennis_Shoes,The Computer Wore Tennis Shoes,1995,https://en.wikipedia.org/wiki/The_Computer_Wore_Tennis_Shoes_(1995_film),Q127055,Q7727246
Confession of Murder aka Naega salinbeomida,2012,https://en.wikipedia.org/wiki/Confession_of_Murder_(2012_film),Memoirs of a Murderer aka 22-nenme no kokuhaku: Watashi ga satsujinhan desu,2017,https://en.wikipedia.org/wiki/Memoirs_of_a_Murderer_(2017_film),Q28289,Q29825872
Le Convoyeur,2004,https://en.wikipedia.org/wiki/Le_Convoyeur,Wrath of Man,2021,https://en.wikipedia.org/wiki/Wrath_of_Man,Q1047336,Q74190990
Le Corbeau,1943,https://en.wikipedia.org/wiki/Le_Corbeau,The 13th Letter,1951,https://en.wikipedia.org/wiki/The_13th_Letter,Q1145140,Q1157113
Cousin Cousine,1975,https://en.wikipedia.org/wiki/Cousin_Cousine,Cousins,1989,https://en.wikipedia.org/wiki/Cousins_(1989_film),Q1137880,Q610103
The Crazies,1973,https://en.wikipedia.org/wiki/The_Crazies_(1973_film),The Crazies,2010,https://en.wikipedia.org/wiki/The_Crazies_(2010_film),Q627060,Q427296
Criss Cross,1949,https://en.wikipedia.org/wiki/Criss_Cross_(film),The Underneath,1995,https://en.wikipedia.org/wiki/The_Underneath_(film),Q2077169,Q2625478
Dehleez,1983,https://en.wikipedia.org/wiki/Dehleez_(film),Oonche Log,1985,https://en.wikipedia.org/wiki/Oonche_Log_(1985_film),Q116797930,Q7095365
D.O.A.,1950,https://en.wikipedia.org/wiki/D.O.A._(1950_film),D.O.A.,1988,https://en.wikipedia.org/wiki/D.O.A._(1988_film),Q585983,Q464634
Dark Victory,1939,https://en.wikipedia.org/wiki/Dark_Victory,Stolen Hours,1963,https://en.wikipedia.org/wiki/Stolen_Hours,Q771927,Q7618617
